""
""
""
"Overview of Well Flag Classifications and Counts"
""
""
""
"Average % of liability covered by bond, by Tier Group"
"group","L1_pct","L2_pct","L3_pct","L4_pct","L1fs_pct","L2fs_pct","L3fs_pct","L4fs_pct","L1ar_pct","L2ar_pct","L3ar_pct","L4ar_pct","L1arfs_pct","L2arfs_pct","L3arfs_pct","L4arfs_pct"
"All operators",0.906113391023407,0.453056695511704,0.775779501593747,0.387889750796873,1.3428629354359,0.671431467717952,1.12748310731394,0.563741553656971,1.90971780926198,0.954858904630988,10.467667596764,5.23383379838199,3.68777018301795,1.84388509150897,2.89702841814532,1.44851420907266
"Tier 1",0.0703583731668546,0.0351791865834273,0.062389523781642,0.031194761890821,0.217464161259095,0.108732080629548,0.178529201749338,0.089264600874669,1.12102069017434,0.560510345087168,0.925229945477469,0.462614972738734,3.3336528368917,1.66682641844585,2.7808244571878,1.3904122285939
"Tier 2",0.282573675044055,0.141286837522028,0.170128755339686,0.0850643776698428,0.705574060334603,0.352787030167301,0.432429780788845,0.216214890394423,3.53436941582317,1.76718470791159,2.50899285459587,1.25449642729793,6.71220779220779,3.3561038961039,3.90656365671768,1.95328182835884
"Tier 3",0.300992072480181,0.150496036240091,0.173701843209661,0.0868509216048304,0.969811320754717,0.484905660377358,0.645265025147028,0.322632512573514,1.43197750702905,0.715988753514527,0.783241907493019,0.39162095374651,8,4,4.59665788399071,2.29832894199535
"No tier",1.19900776445114,0.599503882225571,1.03711523318356,0.51855761659178,1.69841887144088,0.849209435720439,1.45102304982921,0.725511524914604,1.94815553329455,0.974077766647277,15.4985252098765,7.74926260493825,3.14082383501017,1.57041191750509,2.69884888579947,1.34942444289974
